id,date,user,pc,filename,activity,to_removable_media,from_removable_media,content
{F3H2-C7VX98NO-6479GNTS},01/04/2010 07:31:03,KFB2257,PC-4315,C:\46V7187\1RYB4XO5.zip,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 Amid these activities a full programme of meteorological, magnetic and oceanographic activities continued under Scott Hansen; Fram had become a moving oceanographic, meteorological and biological laboratory. He concluded: ""May we meet in Norway, whether it be on board of this vessel or without her."" The nickname was a cruel joke which mocked the doomed prisoners by calling them ""Parachutists without a parachute"". Although the Mauthausen-Gusen camp complex was mostly a labour camp for men, a women's camp was opened in Mauthausen, in September 1944, with the first transport of female prisoners from Auschwitz."
{P3Y0-E8LD98CF-5498DQXZ},01/04/2010 07:32:29,DBC3871,PC-4703,R:\8SNCZINT.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Obsidian is a black volcanic glass used to make knives, chisels, adzes and other sharp tools in pre-contact times. Smaller zones include the Garibaldi Lake volcanic field surrounding Garibaldi Lake and the Bridge River Cones on the northern flank of the upper Bridge River."
{L1D3-E7NO66UV-6613XSAW},01/04/2010 07:32:37,EBC3242,PC-5369,C:\EBC3242\ZV362HWL.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 This camp had a large number of prisoners of war incarcerated, mostly Soviet officers. There were also 23 Roma children, 20 so-called ""anti-social elements"", 6 Spaniards, and 3 Jehovah's Witnesses."
{D9O2-X8NG72SI-1513QCUU},01/04/2010 07:34:04,DBC3871,PC-4703,C:\52Xt713\O6Y8Q8AM.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 The restoration team comprised Gianluigi Colalucci, Maurizio Rossi, Piergiorgio Bonetti, and others, who took as their guidelines the Rules for restoration of works of art as established in 1978 by Carlo Pietrangeli, director of the Vatican's Laboratory for the Restoration of Pictures, which govern the procedure and methods employed in restoration. Together the paintings make up the greatest pictorial scheme of the Renaissance. Carlo Pietrangeli, former Director General of the Vatican Museums, writes of the restoration: ""It is like opening a window in a dark room and seeing it flooded with light."" Other writers were less flattering."
{B4I8-G4OT13JU-7450HCIX},01/04/2010 07:34:15,DBC3871,PC-4703,R:\LV8U0GC9.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 In January 1918 Roscoe Hobbs, one of the court-appointed receivers of the KC&M, went to Washington DC to provide testimony to the Senate Committee on Interstate Commerce on the effects of these decisions on small railroads. Harvey dedicated the amphitheater before 500 people in 1928. The strike delayed construction, but by the end of May 1905, a full workforce was in place. Mink calls, informing Tony that the gun charge, though dropped by Essex County, has been picked up by the FBI. The episode garnered a number of award nominations and was the episode submitted to Emmy Award voters to represent the season, leading to a nomination for Outstanding Drama Series, an award the show subsequently won."
{I1B3-L5XL41XU-2020OBJY},01/04/2010 07:34:18,AGF0742,PC-5604,R:\AGF0742\4JI82U3A.txt,File Write,True,False,"46-48-4C-31 Many aspects of the systematics of the O. couesi section remain unclear and it is likely that the current classification underestimates the true diversity of the group. Two parasitic nematodes, Litomosoides sigmodontis (family Onchocercidae) and an undetermined species of Pterygodermatites (family Rictulariidae), are known to infect O. gorgasi. So Hamza approached forward and called on Ubayda and Ali to join him. During this period Muhammad was protected by his uncle Abu Talib."
{W1F4-S0QL36IV-3505RVRM},01/04/2010 07:34:22,DBC3871,PC-4703,R:\MHRSD4KU.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 The Chief Overseers at Mauthausen were firstly Margarete Freinberger, and then Jane Bernigau. Following the outbreak of the Soviet-German War in 1941 the camps started to receive a large number of Soviet POWs."
{K9U4-N8VU45MM-5109ZGAD},01/04/2010 07:36:00,OHC1892,PC-9628,C:\47lK2t2\708TXQSW.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 C. Bhaktivedanta Swami Prabhupada (also referred to as ""Bhaktivedanta Swami"" or ""Prabhupada""), a Gaudiya Vaishnava sannyasi and teacher, arrived in New York City from his native India in 1965 and ""caught the powerful rising tide"" of a counterculture that was fascinated with his homeland and open to new forms of ""consciousness-expanding spirituality."" Despite his position as a Vaishnava sannyasi and some of his New York followers objecting to what they saw as an inappropriate invitation of their guru to a place full of ""amplified guitars, pounding drums, wild light shows, and hundreds of drugged hippies,"" Prabhupada agreed to come from New York to San Francisco and take part in the event. Everyone is welcome."" Armillaria gallica can produce cyclobutane-containing metabolites such as arnamiol, a natural product that is classified as a sesquiterpenoid aryl ester. & Romagn."
{Z8C7-F3NZ86CH-5732OFQZ},01/04/2010 07:36:27,TDV3188,PC-9264,C:\TDV3188\N29UC8E5.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 There is some evidence of cooperative breeding, with some breeding pairs recorded with one or more helper birds. The breeding season is from June to January, with one or two broods raised during this time. The nest is an untidy deep bowl of sticks and bits of bark in the fork of a tree, Staghorn or Birds Nest Ferns, or grasstree. In 1918, Long began urging Terhune to publish a book of his dog stories, though Terhune himself was not convinced at first. The American Kennel Club Gazette reported that Terhune earned over $32,000 from the publication of the Lad stories."
{C0B2-W8TA55MO-0326HCJQ},01/04/2010 07:36:30,SDH2394,PC-5849,C:\RK7PTWXU.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 He is comforted by one of his friends from home, Jim Conklin, who admits that he would run from battle if his fellow soldiers also fled. Frustrated with the dryly written stories, Crane stated, ""I wonder that some of those fellows don't tell how they felt in those scraps. Told in a third-person limited point of view, the novel reflects the inner-experience of Henry Fleming, a young soldier who flees from combat, rather than upon the external world around him. Also notable for its use of what Crane called a ""psychological portrayal of fear"", the novel's allegorical and symbolic qualities are often debated by critics. The following chapters detail his growth and apparently resulting heroism."
{W4L1-O1VQ22LI-8806IHGO},01/04/2010 07:36:55,AGF0742,PC-5604,C:\AGF0742\9B2H0H27.pdf,File Open,False,False,"25-50-44-46-2D One of the most learned men of his age, he had been invited to lecture on advanced algebra at the University of Paris while still in his early twenties. Dee was an ardent promoter of mathematics and a respected astronomer, as well as a leading expert in navigation, having trained many of those who would conduct England's voyages of discovery. He also enjoyed patronage from Sir Christopher Hatton. Instead he considered all of his activities to constitute different facets of the same quest: the search for a transcendent understanding of the divine forms which underlie the visible world, which Dee called ""pure verities"". A student of the Renaissance Neo-Platonism of Marsilio Ficino, Dee did not draw distinctions between his mathematical research and his investigations into Hermetic magic, angel summoning and divination."
{B8W6-G5BK57GK-8205XRSV},01/04/2010 07:37:03,GYH3476,PC-2813,R:\44m3927\QELRD9E5.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 A modified version of the song plays in the final scene, then over the closing credits of the episode; when played backwards, McCartney can be heard reciting the recipe in the song. Former Beatle Paul McCartney and his then wife Linda McCartney guest star in the episode. With the commencement of the German Spring Offensive of 1918, the 12th Battalion assisted in repulsing the assault in the months of March and April. Arriving seven weeks later, Whittle returned to Tasmania and assisted with recruiting on the island during the last few weeks of the war."
{K4G1-Z4DR41IC-7858DFEY},01/04/2010 07:37:41,FAL1867,PC-3068,R:\FAL1867\GXS2MQZD.pdf,File Open,False,True,"25-50-44-46-2D When Knave, a younger collie, is boarded at the Place, Lady begins ignoring Lad in favor of the newcomer. Starring Peter Breck, Peggy McCay, Carroll O'Connor, and Angela Cartwright, the film blended several of the novel's stories with some modifications to make a flowing narrative. He appeared on the 29 March 2007 cover of the German Vanity Fair magazine, which included a several page spread about the cub's life. Knut's remains may also be stuffed and put on display in Berlin's Museum of Natural History, although this decision has caused some controversy with fans."
{E1G0-D0JZ95ME-7612PVHZ},01/04/2010 07:38:05,AGF0742,PC-5604,R:\AGF0742\4JI82U3A.txt,File Copy,False,True,"46-48-4C-31 Many aspects of the systematics of the O. couesi section remain unclear and it is likely that the current classification underestimates the true diversity of the group. Two parasitic nematodes, Litomosoides sigmodontis (family Onchocercidae) and an undetermined species of Pterygodermatites (family Rictulariidae), are known to infect O. gorgasi. So Hamza approached forward and called on Ubayda and Ali to join him. During this period Muhammad was protected by his uncle Abu Talib."
{B0F9-U9TA69QN-4044HZGK},01/04/2010 07:38:11,GYH3476,PC-2813,R:\67C88m6\OJAZK89A.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 ""Lisa the Vegetarian"" was later included in The Simpsons' season seven DVD set, which was released on December 13, 2005. Paul McCartney's condition for appearing was that Lisa would remain a vegetarian for the rest of the series. George Meyer, a writer known among the Simpsons staff for his ""bizarre physical jokes"", contributed the idea of the barbecue pig getting caught in the spillway and flying into the air. McCartney agreed to appear, but requested that Lisa remain a vegetarian for the rest of the series, rather than revert to meat-eating in the next episode."
{W5K0-Q0BW06NW-8731YCDK},01/04/2010 07:38:21,TCH2216,PC-8270,R:\TCH2216\R6B1BWMP.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Working mostly on A features, he made no fewer than eight films now regarded as classic-era film noirs (a figure matched only by Lang and Mann). Terence Fisher directed several low-budget thrillers in a noir mode for Hammer Film Productions, including The Last Page (aka Man Bait; 1952), Stolen Face (1952), and Murder by Proxy (aka Blackout; 1954). Their reasons varied: some were out to protect their financial interests in the caravan; others wanted to avenge Ibn al-Hadrami, the guard killed at Nakhlah; finally, a few must have wanted to take part in what was expected to be an easy victory against the Muslims. Multiple hadiths refer to this incident, which was apparently a major cause for outrage among the Quraish of Mecca."
{Z0C4-H1EM52HB-4155ALJV},01/04/2010 07:38:27,AGF0742,PC-5604,R:\R79JL9UH.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 He said that the tower had something of the architect Edwin Lutyens' ""felicitous manipulation of period details into a non-period whole and will, I prophesy, one day be loved"", although he was less sure that this fate awaited the rest of the buildings. The amount of accommodation provided was reduced. He described the tower as ""an exciting breakaway from the conventional"", with its spire as a ""secular contribution to the sky-line"". Since 1937, the following members have held the post of Chancellor: The offices of Prelate, Register and Usher were created on the order's establishment; those of Garter Principal King of Arms and Chancellor, in the 15th century; and that of Secretary, in the 20th century."
{C0B2-D4HS91GL-8987RZLK},01/04/2010 07:38:51,CCF3529,PC-1616,R:\CCF3529\AAYHU8GF.zip,File Write,True,False,"50-4B-03-04-14 There are four zones of spore discharge that correspond to the four sets of basidia, and basidia that have released all of their spores quickly begin to autodigest. Subsequent generations of basidia have shorter and less protuberant bodies. In the scheme of the succession of fungal species involved in the decomposition of wood, C. micaceus is a late stage colonizer, and prefers to feed on wood that has already decomposed sufficiently to have reached ""a friable softened consistency""."
{C6O3-W7MD70XO-7113THTH},01/04/2010 07:39:07,MEW1406,PC-3134,R:\96LYFb0\89WUMZV1.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Still growing in fame, Kertesz was granted the National Grand Prize of Photography in Paris in 1982, as well as the 21st Annual George Washington Award from the American Hungarian Foundation the same year. In 1914, at the age of 20, he was sent to the frontline, where he took photographs of life in the trenches with a lightweight camera (a Goerz Tenax). He created photo portraits of painters Piet Mondrian and Marc Chagall, the writer Colette, and film-maker Sergei Eisenstein. He chose to work for Life magazine, starting with a piece called The Tugboat."
{J9E9-N5JQ22QP-3930THBM},01/04/2010 07:39:11,EKV3321,PC-7005,C:\K1OZ38XX.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 This was later amended to simply ""starvation"", after protests from the dead strikers' families. These protests aimed to re-establish their political status by securing what were known as the ""Five Demands"": Special Category, or political, status meant prisoners were treated similarly to prisoners of war; for example, not having to wear prison uniforms or do prison work. Brigadier General Benedict Arnold, commanding the American military garrison at Montreal, had placed a detachment of his troops at The Cedars in April 1776, after receiving rumors of British and Indian military preparations to the west of Montreal. In September 1775, early in the American Revolutionary War, a Continental Army under the direction first of Major General Philip Schuyler, and later of Brigadier General Richard Montgomery, invaded the British Province of Quebec."
{I8I8-P5HZ32XY-2009JSRR},01/04/2010 07:41:41,MEW1406,PC-3134,R:\96LYFb0\89WUMZV1.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Still growing in fame, Kertesz was granted the National Grand Prize of Photography in Paris in 1982, as well as the 21st Annual George Washington Award from the American Hungarian Foundation the same year. In 1914, at the age of 20, he was sent to the frontline, where he took photographs of life in the trenches with a lightweight camera (a Goerz Tenax). He created photo portraits of painters Piet Mondrian and Marc Chagall, the writer Colette, and film-maker Sergei Eisenstein. He chose to work for Life magazine, starting with a piece called The Tugboat."
{Z2L9-A8SH12ZO-1129KZJK},01/04/2010 07:41:49,SES2670,PC-9297,C:\83txFs0\AS0EH6QJ.pdf,File Open,False,False,"25-50-44-46-2D In September 1775, early in the American Revolutionary War, a Continental Army under the direction first of Major General Philip Schuyler, and later of Brigadier General Richard Montgomery, invaded the British Province of Quebec. On May 15, Colonel Bedel left The Cedars, leaving Lieutenant Butterfield in charge of the fort."
{H2O6-U8MO45CR-2426ZXRZ},01/04/2010 07:43:23,KJR1377,PC-6207,C:\17h3447\1LAGYJKB.zip,File Open,False,False,"50-4B-03-04-14 The facade's dominating feature is a central tower with a belvedere, a motif of the English Renaissance of the late 16th/early 17th centuries (the Compton family's Warwickshire home Castle Ashby was also given Renaissance features during the 17th century). He married Montagu's daughter by his first marriage and purchased the manor of Tottenham, including the Lordship House, in 1625, and was ennobled as Baron Coleraine shortly thereafter. The Senate Governmental Affairs Committee also said they learned that Hsia had served as an ""agent"" of the PRC government. Thompson described the findings thus: ""There's not any one real big thing."
{Z7J1-F5KT29FT-3617ALTW},01/04/2010 07:43:58,MEW1406,PC-3134,C:\98VKJ41\OJQH6H5Z.pdf,File Open,False,False,"25-50-44-46-2D File:Iconostasis of St. Michael's Golden-Domed Cathedral.JPG|The original iconostasis. St. Michael's Golden-Domed Monastery (????????????? ???????????? ????????, Mykhaylivs'kyi zolotoverkhyi monastyr; ???????????? ??????????? ?????????, Mikhaylovsky zlatoverkhy monastyr) is a functioning monastery in Kiev, the capital of Ukraine. Those items that remained in Kiev were seized by the Nazis during World War II and taken to Germany."
{Y2X8-M9SM22AP-0495SLJG},01/04/2010 07:44:21,FAL1867,PC-3068,R:\FAL1867\GXS2MQZD.pdf,File Copy,False,True,"25-50-44-46-2D When Knave, a younger collie, is boarded at the Place, Lady begins ignoring Lad in favor of the newcomer. Starring Peter Breck, Peggy McCay, Carroll O'Connor, and Angela Cartwright, the film blended several of the novel's stories with some modifications to make a flowing narrative. He appeared on the 29 March 2007 cover of the German Vanity Fair magazine, which included a several page spread about the cub's life. Knut's remains may also be stuffed and put on display in Berlin's Museum of Natural History, although this decision has caused some controversy with fans."
{G4O3-M0SK34GK-9477JRTI},01/04/2010 07:44:49,MDH2713,PC-9421,R:\29sz5R2\6JZC8894.pdf,File Delete,False,True,"25-50-44-46-2D The northward movement was facilitated by vessels leaving from assembly areas at Qui Nhon and Ca Mau at the southernmost extremity of Vietnam. Future US embassy official John Mecklin covered the event for Time Life. Others like Forest Park came into being only after many years. One of them, Balch Creek, has a resident trout population, and another, Miller Creek, supports sea-run species, including salmon."
{M9U6-C1HA89AK-3306TDOK},01/04/2010 07:44:58,SQC2334,PC-1846,C:\ZKTU3NDW.doc,File Open,False,False,"D0-CF-11-E0-A1-B1-1A-E1 Pointing out that Lad had just chased off a trespasser from the Place, he fiercely argues that his dogs are his home's best protection. Starring Peter Breck, Peggy McCay, Carroll O'Connor, and Angela Cartwright, the film blended several of the novel's stories with some modifications to make a flowing narrative. This species has been over-hunted for many centuries, leading to the current greatly reduced - and still declining - population. Although in zoos the Sumatran Rhino has been observed wallowing less than 45 minutes a day, the study of wild animals found 80-300 minutes (an average of 166 minutes) per day spent in wallows."
{X9X0-H3JG76TN-0684YPUK},01/04/2010 07:45:30,WAS2214,PC-8149,R:\WAS2214\S9VQ09KI.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Actors Ian Richardson and Ben Kingsley read works by William Shakespeare, stage actress Estelle Kohler read The Ways of Love by Victorian poet Elizabeth Barrett Browning, actress Sheila Allen read Life by Welsh poet George Herbert, and actor Kenneth Branagh read from the works of Canon Henry Scott Holland. In 1966, he joined the Royal Shakespeare Company, where he remained for a decade and delivered some of his most acclaimed performances. Many of them still suffer from the effects of the strike, with problems including digestive, visual, physical and neurological disabilities. Annual commemorations take place across Ireland for each man who died on the hunger strike, and an annual hunger strike commemoration march is held in Belfast each year, which includes a Bobby Sands memorial lecture."
{N6B6-F0EK73RF-3345HWGW},01/04/2010 07:45:31,FAP0199,PC-0169,C:\19hzR51\NJ9QWUD0.jpg,File Open,False,False,FF-D8 
{V2V6-U6RZ03NU-0025YVNY},01/04/2010 07:45:34,MDH2713,PC-9421,R:\MDH2713\QU32O9UA.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 After passing the Center City Parkway (I-15 Business) interchange, the freeway abruptly ends at the intersection with Broadway. Before the designation of SR 78, a road known as the Brawley-Westmorland-Julian-Oceanside Highway (connecting Oceanside, Escondido, Ramona, Julian, Westmorland, and Brawley) existed during the early twentieth century. Locke's group finds Charlotte, takes her prisoner and disposes of her tracking device. A tank with still water and rocks on the bottom was filmed and the plane was added in editing."
{B8F9-Q9IQ70TC-1346BHFI},01/04/2010 07:45:49,DOT1898,PC-9700,R:\528wQ79\E8NQR7BD.zip,File Write,True,False,"50-4B-03-04-14 The Javan Rhino is also known as the Lesser One-Horned Rhinoceros (in contrast with the Greater One-Horned Rhinoceros, another name for the Indian Rhino). Cuvier recognized the animal as a distinct species in 1822, and in the same year it was identified by Anselme Gaetan Desmarest as Rhinoceros sondaicus. Surveys of the rhinoceros horn black market have determined that Asian rhinoceros horn fetches a price as high as $30,000 per kilogram, three times the value of African rhinoceros horn. The Javan Rhino usually avoids humans, but will attack when it feels threatened. The Javan Rhinoceros never fared well in captivity."
{K1V1-I1HL70ZJ-9769GWXO},01/04/2010 07:46:04,AGB0057,PC-3807,R:\93L1r95\SW3EYRFH.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Recorded Books released an unabridged audiobook edition in 1997 on cassette tape. The original Lad stories were well received by readers of their respective magazines. He was unsurprised that it was rejected, but in the rejection letter the company referred to Alfred Ollivant's 1898 novel Bob, Son of Battle and Jack London's 1903 novel Call of the Wild as ""superior pieces of work"". Large areas remained without power for several days. Wind gusts from the cyclone reached 110 mph (175 km/h) near where it made landfall."
{D4L6-W2HR92EV-7430KGXC},01/04/2010 07:46:19,WAS2214,PC-8149,R:\ECLMCHNL.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Some of his fellow airmen hounded Shaw for autographs while others mocked his posh accent, to which he retaliated with an excellent and unflattering imitation of their less refined speech. Shaw's Royal Air Force experience was put to good use when he played a pilot in Journey Together, the 1946 RAF training film in which actor Edward G. Robinson coached actor Richard Attenborough in the rudiments of flying. When he appeared in It Happened Here, a 1966 World War II film, he wrote many of his own lines, which the filmmakers later said ""gave his dialogue an individual slant which enhanced his performance"". He used the phrase ""a piece of cinema beefcake"" to describe himself as an actor during that period, and felt it was after his return home from military service that he learned to act properly and began to mature as a performer. Shaw made his Broadway debut in 1929, when he played the murderer Wyndham Brandon in Patrick Hamilton's stage thriller, Rope's End; although he played the role in New York, he was passed over when the show moved to London."
{R6L2-F2IO02IQ-2963MQYC},01/04/2010 07:46:25,GLF0226,PC-7065,C:\GLF0226\HDYF3QIJ.pdf,File Open,False,False,"25-50-44-46-2D Approximately 600 to 700 zoo visitors witnessed Knut's death. ""That has to change"". Only the size of a guinea pig, he spent the first 44 days of his life in an incubator before zookeeper Thomas Dorflein began raising the cub. Shortly before Knut's second birthday, reports began circulating that the bear would have to be relocated to another zoo because he was becoming too large for his enclosure."
{J2Y3-B4MG82WO-1926PILX},01/04/2010 07:47:00,MEW1406,PC-3134,R:\96LYFb0\89WUMZV1.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Still growing in fame, Kertesz was granted the National Grand Prize of Photography in Paris in 1982, as well as the 21st Annual George Washington Award from the American Hungarian Foundation the same year. In 1914, at the age of 20, he was sent to the frontline, where he took photographs of life in the trenches with a lightweight camera (a Goerz Tenax). He created photo portraits of painters Piet Mondrian and Marc Chagall, the writer Colette, and film-maker Sergei Eisenstein. He chose to work for Life magazine, starting with a piece called The Tugboat."
{Z2F0-B7LZ08KA-9362MYMN},01/04/2010 07:47:51,WAS2214,PC-8149,R:\ECLMCHNL.doc,File Open,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Some of his fellow airmen hounded Shaw for autographs while others mocked his posh accent, to which he retaliated with an excellent and unflattering imitation of their less refined speech. Shaw's Royal Air Force experience was put to good use when he played a pilot in Journey Together, the 1946 RAF training film in which actor Edward G. Robinson coached actor Richard Attenborough in the rudiments of flying. When he appeared in It Happened Here, a 1966 World War II film, he wrote many of his own lines, which the filmmakers later said ""gave his dialogue an individual slant which enhanced his performance"". He used the phrase ""a piece of cinema beefcake"" to describe himself as an actor during that period, and felt it was after his return home from military service that he learned to act properly and began to mature as a performer. Shaw made his Broadway debut in 1929, when he played the murderer Wyndham Brandon in Patrick Hamilton's stage thriller, Rope's End; although he played the role in New York, he was passed over when the show moved to London."
{G5J2-Q1NV83QT-9154NGYL},01/04/2010 07:48:03,WAS2214,PC-8149,R:\WAS2214\Z2IV4GGZ.doc,File Copy,True,False,"D0-CF-11-E0-A1-B1-1A-E1 Although 73 years old, Shaw did not let his age slow down his career. Although David Prowse played the costumed scenes and James Earl Jones voiced Skywalker's Darth Vader alter-ego, just as they had in the first two films, Shaw was cast in a single scene with Mark Hamill, during the moment aboard Death Star II when Anakin's son Luke unmasks his dying father. As Shaw grew older, his reputation as a dramatic actor grew stronger, and he became known for a sharp intelligence and dignified style. He received instruction in verse speaking under famed theatre director William Bridges-Adams in the Stratford Festival Company at Stratford-upon-Avon, where he played some of his early Shakespeare roles, including Romeo in Romeo and Juliet, Ferdinand in The Tempest and Prince Hal in Henry IV in 1926. When he appeared in It Happened Here, a 1966 World War II film, he wrote many of his own lines, which the filmmakers later said ""gave his dialogue an individual slant which enhanced his performance""."
{T6T5-E7FE74TO-0575GEKV},01/04/2010 07:48:09,JKS2444,PC-6961,R:\JKS2444\S0USU8Z9.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Meanwhile, Goya was working on drawings that would form the basis for The Disasters of War. Goya worked on The Disasters of War during a period when he was producing images more for his own satisfaction than for any contemporary audience. Most, however, believe the artist preferred to wait until they could be made public without censorship. Since their first publication, Goya's scenes of atrocities, starvation, degradation and humiliation have been described as the ""prodigious flowering of rage"" as well as the ""work of a memory that knew no forgiveness."""
{M1Q5-A2BW00HM-2614QWMY},01/04/2010 07:48:36,MEW1406,PC-3134,R:\96LYFb0\89WUMZV1.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Still growing in fame, Kertesz was granted the National Grand Prize of Photography in Paris in 1982, as well as the 21st Annual George Washington Award from the American Hungarian Foundation the same year. In 1914, at the age of 20, he was sent to the frontline, where he took photographs of life in the trenches with a lightweight camera (a Goerz Tenax). He created photo portraits of painters Piet Mondrian and Marc Chagall, the writer Colette, and film-maker Sergei Eisenstein. He chose to work for Life magazine, starting with a piece called The Tugboat."
{Q8T0-W7XG30TV-9115ALRZ},01/04/2010 07:48:48,MEW1406,PC-3134,C:\98VKJ41\OJQH6H5Z.pdf,File Open,False,False,"25-50-44-46-2D File:Iconostasis of St. Michael's Golden-Domed Cathedral.JPG|The original iconostasis. St. Michael's Golden-Domed Monastery (????????????? ???????????? ????????, Mykhaylivs'kyi zolotoverkhyi monastyr; ???????????? ??????????? ?????????, Mikhaylovsky zlatoverkhy monastyr) is a functioning monastery in Kiev, the capital of Ukraine. Those items that remained in Kiev were seized by the Nazis during World War II and taken to Germany."
{K7W2-A2QH31JJ-7403LJAO},01/04/2010 07:48:58,WAS2214,PC-8149,R:\WAS2214\Z2IV4GGZ.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Although 73 years old, Shaw did not let his age slow down his career. Although David Prowse played the costumed scenes and James Earl Jones voiced Skywalker's Darth Vader alter-ego, just as they had in the first two films, Shaw was cast in a single scene with Mark Hamill, during the moment aboard Death Star II when Anakin's son Luke unmasks his dying father. As Shaw grew older, his reputation as a dramatic actor grew stronger, and he became known for a sharp intelligence and dignified style. He received instruction in verse speaking under famed theatre director William Bridges-Adams in the Stratford Festival Company at Stratford-upon-Avon, where he played some of his early Shakespeare roles, including Romeo in Romeo and Juliet, Ferdinand in The Tempest and Prince Hal in Henry IV in 1926. When he appeared in It Happened Here, a 1966 World War II film, he wrote many of his own lines, which the filmmakers later said ""gave his dialogue an individual slant which enhanced his performance""."
{B8K7-B1PW09CO-5645JNRA},01/04/2010 07:49:37,ADG1737,PC-1196,R:\53B4417\A3YSZQ6E.exe,File Write,True,False,"4D-5A-90-00-03-00-00-00-04-00-00-00-FF-FF-00-00-B8-00-00-00-00-00-00-00-40-00 A Johnson Creek diverted partly underground on the west side of the Willamette River in Portland has no relationship to the Johnson Creek on the east side. The biggest flood measured at Sycamore, {convert|10.2|mi|km} from the mouth of the creek, occurred in 1996. Just beyond the cemetery, it receives Butler Creek on the left, enters Portland at about {convert|13|mi|km} from the mouth, and receives Kelley Creek on the left shortly thereafter. The remaining Japanese ships continued to Manila, arriving there on 29 April. These attacks sank the 5,425-ton freighter Yoshida Maru, which was carrying an entire regiment of the 32nd Division."
{V6Y0-V7YR52NN-1670SJLQ},01/04/2010 07:49:39,TBD2008,PC-9046,R:\831pYg8\CE8T3RT3.doc,File Delete,False,True,"D0-CF-11-E0-A1-B1-1A-E1 In urban Melbourne, they have been recorded at Yarra Bend Park. The Yellow-tailed Black Cockatoo is distinguished from other dark-plumaged birds by its yellow tail and ear markings, and its contact call. He proposed that Western Australia had been colonised on two separate occasions, once by a common ancestor of all three forms (which became the Long-billed Black Cockatoo), and later by what has become the Short-billed Black Cockatoo."
{X8W5-K8SV76LP-5934UQJI},01/04/2010 07:49:43,MEW1406,PC-3134,R:\96LYFb0\89WUMZV1.doc,File Copy,False,True,"D0-CF-11-E0-A1-B1-1A-E1 Still growing in fame, Kertesz was granted the National Grand Prize of Photography in Paris in 1982, as well as the 21st Annual George Washington Award from the American Hungarian Foundation the same year. In 1914, at the age of 20, he was sent to the frontline, where he took photographs of life in the trenches with a lightweight camera (a Goerz Tenax). He created photo portraits of painters Piet Mondrian and Marc Chagall, the writer Colette, and film-maker Sergei Eisenstein. He chose to work for Life magazine, starting with a piece called The Tugboat."
{Q0F0-E5HR87OH-3538EGDY},01/04/2010 07:49:56,MEW1406,PC-3134,R:\96LYFb0\89WUMZV1.doc,File Write,True,False,"D0-CF-11-E0-A1-B1-1A-E1 During this period of work and throughout his whole career, he used Elizabeth as a model for his photographs. When Lipot died in 1908 from tuberculosis, the widowed Ernesztin was without a source of income to support their three children. Kertesz resented the constraints on his curiosity. Kertesz experimented with color photographs, but only produced a few."
{K4V7-F9HD14CT-6787KLEF},01/04/2010 07:50:03,WAS2214,PC-8149,R:\ECLMCHNL.doc,File Write,True,False,"D0-CF-11-E0-A1-B1-1A-E1 Although Shaw and his fellow students initially felt pity for Laughton, they were quickly impressed with his talent. The series was submitted to the Granada Television company, which expressed interest in the show and said it was one of two under consideration for television. He later reflected that he very much enjoyed his experience filming for Return of the Jedi and expressed particular surprise that an action figure was made of him from the film."
